Tamanho_N,Algoritmo,Repeticao,No_Fonte,Tempo_s,CO2_Emissoes_kg
10000,Dijkstra Min-Heap ((V+E)logV),0,1932,0.20458984375,8.034168491506394e-07
10000,NetworkX (Referência),0,1932,0.8735451698303223,3.411795059274181e-06
10000,Dijkstra Clássico (V^2),0,396,7.620050668716431,2.9742645731986417e-05
10000,Dijkstra Min-Heap ((V+E)logV),0,396,0.15421319007873535,6.050548746817657e-07
10000,NetworkX (Referência),0,396,0.9179372787475586,3.5851279922841475e-06
10000,Dijkstra Clássico (V^2),0,6141,3.4312336444854736,1.339768030635563e-05
10000,Dijkstra Min-Heap ((V+E)logV),0,6141,0.05833292007446289,2.3043512766765225e-07
10000,NetworkX (Referência),0,6141,0.5584743022918701,2.1825742160383225e-06
10000,Dijkstra Clássico (V^2),0,6021,2.973264455795288,1.160691041037367e-05
10000,Dijkstra Min-Heap ((V+E)logV),0,6021,0.08903241157531738,3.5004641657378373e-07
10000,NetworkX (Referência),0,6021,0.9271421432495117,3.6210766882008324e-06
10000,Dijkstra Clássico (V^2),0,1288,7.009421348571777,2.7359355448418237e-05
10000,Dijkstra Min-Heap ((V+E)logV),0,1288,0.1570296287536621,6.159303369463369e-07
10000,NetworkX (Referência),0,1288,0.8950240612030029,3.495733389340489e-06
10000,Dijkstra Clássico (V^2),1,8740,0.8669009208679199,3.385830151858823e-06
10000,Dijkstra Min-Heap ((V+E)logV),1,8740,0.018239259719848633,7.411143217289284e-08
10000,NetworkX (Referência),1,8740,0.6199619770050049,2.4226492225141494e-06
10000,Dijkstra Clássico (V^2),1,4456,4.187703609466553,1.634654765930481e-05
10000,Dijkstra Min-Heap ((V+E)logV),1,4456,0.12241816520690918,4.806563571217148e-07
10000,NetworkX (Referência),1,4456,0.916053056716919,3.577826533552743e-06
10000,Dijkstra Clássico (V^2),1,8367,1.0420691967010498,4.069852557288927e-06
10000,Dijkstra Min-Heap ((V+E)logV),1,8367,0.022176027297973633,8.98788874401424e-08
10000,NetworkX (Referência),1,8367,0.5684688091278076,2.2219324469007984e-06
10000,Dijkstra Clássico (V^2),1,3513,6.3394455909729,2.474745172471006e-05
10000,Dijkstra Min-Heap ((V+E)logV),1,3513,0.1671593189239502,6.552708014238982e-07
10000,NetworkX (Referência),1,3513,0.5606412887573242,2.1912370539440935e-06
10000,Dijkstra Clássico (V^2),1,7145,1.9999897480010986,7.808618648262202e-06
10000,Dijkstra Min-Heap ((V+E)logV),1,7145,0.03592872619628906,1.4296258778740875e-07
10000,NetworkX (Referência),1,7145,0.5707876682281494,2.230804738608903e-06
10000,Dijkstra Clássico (V^2),2,8027,1.9037470817565918,7.432870007346136e-06
10000,Dijkstra Min-Heap ((V+E)logV),2,8027,0.048592567443847656,1.9237743918115584e-07
10000,NetworkX (Referência),2,8027,0.5810441970825195,2.270703274871074e-06
10000,Dijkstra Clássico (V^2),2,2254,5.826539754867554,2.274302354473793e-05
10000,Dijkstra Min-Heap ((V+E)logV),2,2254,0.11293745040893555,4.4416150435988686e-07
10000,NetworkX (Referência),2,2254,0.8765549659729004,3.4234810948632568e-06
10000,Dijkstra Clássico (V^2),2,4583,4.931069850921631,1.925652959140854e-05
10000,Dijkstra Min-Heap ((V+E)logV),2,4583,0.0823516845703125,3.243941615346255e-07
10000,NetworkX (Referência),2,4583,0.5757219791412354,2.249715986679188e-06
10000,Dijkstra Clássico (V^2),2,8069,1.4560508728027344,5.6856357157302105e-06
10000,Dijkstra Min-Heap ((V+E)logV),2,8069,0.04745364189147949,1.8787233485074975e-07
10000,NetworkX (Referência),2,8069,0.9243345260620117,3.609948112209993e-06
10000,Dijkstra Clássico (V^2),2,93,8.084616422653198,3.155571598138828e-05
10000,Dijkstra Min-Heap ((V+E)logV),2,93,0.25301527976989746,9.899158672124055e-07
10000,NetworkX (Referência),2,93,0.904407262802124,3.5324502906784157e-06
10000,Dijkstra Clássico (V^2),3,9758,0.01867985725402832,7.619757967461056e-08
10000,Dijkstra Min-Heap ((V+E)logV),3,9758,0.010451555252075195,4.369736457812552e-08
10000,NetworkX (Referência),3,9758,0.5926554203033447,2.315942927008894e-06
10000,Dijkstra Clássico (V^2),3,9624,0.01813793182373047,7.36321830592625e-08
10000,Dijkstra Min-Heap ((V+E)logV),3,9624,0.010685205459594727,4.472754294226917e-08
10000,NetworkX (Referência),3,9624,0.5741691589355469,2.2437746115717455e-06
10000,Dijkstra Clássico (V^2),3,449,9.578903675079346,3.7387859318911147e-05
10000,Dijkstra Min-Heap ((V+E)logV),3,449,0.1483473777770996,5.821414165441864e-07
10000,NetworkX (Referência),3,449,0.6158781051635742,2.406988348637583e-06
10000,Dijkstra Clássico (V^2),3,42,10.08542013168335,3.936432664763694e-05
10000,Dijkstra Min-Heap ((V+E)logV),3,42,0.15272998809814453,5.991158542798053e-07
10000,NetworkX (Referência),3,42,0.5895936489105225,2.304167496006354e-06
10000,Dijkstra Clássico (V^2),3,5305,5.60834002494812,2.1897073431141963e-05
10000,Dijkstra Min-Heap ((V+E)logV),3,5305,0.06393742561340332,2.524271822172938e-07
10000,NetworkX (Referência),3,5305,0.5771253108978271,2.2561466030488654e-06
10000,Dijkstra Clássico (V^2),4,7178,1.89471435546875,7.397577904351798e-06
10000,Dijkstra Min-Heap ((V+E)logV),4,7178,0.038016557693481445,1.510798100392164e-07
10000,NetworkX (Referência),4,7178,0.9446489810943604,3.689204917435485e-06
10000,Dijkstra Clássico (V^2),4,389,8.030010461807251,3.134242835405312e-05
10000,Dijkstra Min-Heap ((V+E)logV),4,389,0.17234182357788086,6.756116033306748e-07
10000,NetworkX (Referência),4,389,0.8515605926513672,3.3265461324211137e-06
10000,Dijkstra Clássico (V^2),4,6776,3.002558469772339,1.1721030768425038e-05
10000,Dijkstra Min-Heap ((V+E)logV),4,6776,0.039360761642456055,1.564022405067933e-07
10000,NetworkX (Referência),4,6776,0.6711270809173584,2.6229278897619283e-06
10000,Dijkstra Clássico (V^2),4,6183,2.8817853927612305,1.1250019006764057e-05
10000,Dijkstra Min-Heap ((V+E)logV),4,6183,0.09890365600585938,3.887197401075834e-07
10000,NetworkX (Referência),4,6183,0.885796308517456,3.463928805596193e-06
10000,Dijkstra Clássico (V^2),4,2652,5.766543388366699,2.2508693843454366e-05
10000,Dijkstra Min-Heap ((V+E)logV),4,2652,0.10318112373352051,4.055589659144531e-07
10000,NetworkX (Referência),4,2652,0.5698056221008301,2.2266474490245555e-06
10000,Dijkstra Clássico (V^2),5,5558,5.139249801635742,2.0060473004313964e-05
10000,Dijkstra Min-Heap ((V+E)logV),5,5558,0.06139659881591797,2.4252846628675653e-07
10000,NetworkX (Referência),5,5558,0.5691545009613037,2.224158949502047e-06
10000,Dijkstra Clássico (V^2),5,4555,4.569312810897827,1.7836686113321024e-05
10000,Dijkstra Min-Heap ((V+E)logV),5,4555,0.1257014274597168,4.932921657223419e-07
10000,NetworkX (Referência),5,4555,0.7168290615081787,2.8002498715997765e-06
10000,Dijkstra Clássico (V^2),5,3828,4.932616233825684,1.9253842765028655e-05
10000,Dijkstra Min-Heap ((V+E)logV),5,3828,0.08731770515441895,3.4376199875607304e-07
10000,NetworkX (Referência),5,3828,0.5558164119720459,2.172822815610854e-06
10000,Dijkstra Clássico (V^2),5,5426,5.1409995555877686,2.006758630321939e-05
10000,Dijkstra Min-Heap ((V+E)logV),5,5426,0.06255888938903809,2.469666346368759e-07
10000,NetworkX (Referência),5,5426,0.5811069011688232,2.2708807625259393e-06
10000,Dijkstra Clássico (V^2),5,3859,6.191521167755127,2.416720096262818e-05
10000,Dijkstra Min-Heap ((V+E)logV),5,3859,0.11379408836364746,4.4691475991008727e-07
10000,NetworkX (Referência),5,3859,0.6085679531097412,2.3786812911654977e-06
10000,Dijkstra Clássico (V^2),6,4015,4.87786078453064,1.904070345640614e-05
10000,Dijkstra Min-Heap ((V+E)logV),6,4015,0.0902092456817627,3.551678636611823e-07
10000,NetworkX (Referência),6,4015,0.9434561729431152,3.684752994614417e-06
10000,Dijkstra Clássico (V^2),6,5472,3.8750486373901367,1.5126205646302029e-05
10000,Dijkstra Min-Heap ((V+E)logV),6,5472,0.06303739547729492,2.4895361870741186e-07
10000,NetworkX (Referência),6,5472,0.5991592407226562,2.3416477413348758e-06
10000,Dijkstra Clássico (V^2),6,3926,6.589655637741089,2.5721443432264625e-05
10000,Dijkstra Min-Heap ((V+E)logV),6,3926,0.0832056999206543,3.276573314052912e-07
10000,NetworkX (Referência),6,3926,0.580838680267334,2.269975689638985e-06
10000,Dijkstra Clássico (V^2),6,4185,4.483739137649536,1.750189280613377e-05
10000,Dijkstra Min-Heap ((V+E)logV),6,4185,0.13307809829711914,5.219482340623437e-07
10000,NetworkX (Referência),6,4185,0.887338399887085,3.4657851406962092e-06
10000,Dijkstra Clássico (V^2),6,2066,6.306514263153076,2.46160229069322e-05
10000,Dijkstra Min-Heap ((V+E)logV),6,2066,0.1165313720703125,4.5755780696093517e-07
10000,NetworkX (Referência),6,2066,0.7130403518676758,2.786083948898959e-06
10000,Dijkstra Clássico (V^2),7,4911,4.676220417022705,1.825305986787561e-05
10000,Dijkstra Min-Heap ((V+E)logV),7,4911,0.06423473358154297,2.535632348203938e-07
10000,NetworkX (Referência),7,4911,0.5526680946350098,2.159960970869114e-06
10000,Dijkstra Clássico (V^2),7,3688,6.899040222167969,2.6929223778184272e-05
10000,Dijkstra Min-Heap ((V+E)logV),7,3688,0.09337115287780762,3.675849275160126e-07
10000,NetworkX (Referência),7,3688,0.5630183219909668,2.200325065338591e-06
10000,Dijkstra Clássico (V^2),7,4773,4.000675201416016,1.5616841420583186e-05
10000,Dijkstra Min-Heap ((V+E)logV),7,4773,0.08790230751037598,3.457000531629753e-07
10000,NetworkX (Referência),7,4773,0.8518919944763184,3.3273298517388794e-06
10000,Dijkstra Clássico (V^2),7,3946,4.513681888580322,1.7618816149479006e-05
10000,Dijkstra Min-Heap ((V+E)logV),7,3946,0.08452415466308594,3.329876842281947e-07
10000,NetworkX (Referência),7,3946,0.5806019306182861,2.2688584813426698e-06
10000,Dijkstra Clássico (V^2),7,7254,2.7129697799682617,1.0591429035563743e-05
10000,Dijkstra Min-Heap ((V+E)logV),7,7254,0.06898331642150879,2.718701098973221e-07
10000,NetworkX (Referência),7,7254,0.5830628871917725,2.282150956832186e-06
10000,Dijkstra Clássico (V^2),8,2567,5.90545129776001,2.3050625647728078e-05
10000,Dijkstra Min-Heap ((V+E)logV),8,2567,0.10776638984680176,4.234935081684e-07
10000,NetworkX (Referência),8,2567,0.9055976867675781,3.536793350815363e-06
10000,Dijkstra Clássico (V^2),8,6813,2.329150915145874,9.092949845858185e-06
10000,Dijkstra Min-Heap ((V+E)logV),8,6813,0.04061555862426758,1.6172044552091747e-07
10000,NetworkX (Referência),8,6813,0.5747613906860352,2.246876696974469e-06
10000,Dijkstra Clássico (V^2),8,2479,7.696121692657471,3.003964214423763e-05
10000,Dijkstra Min-Heap ((V+E)logV),8,2479,0.11047577857971191,4.340998319070165e-07
10000,NetworkX (Referência),8,2479,0.6043875217437744,2.361672863393338e-06
10000,Dijkstra Clássico (V^2),8,4954,3.8017919063568115,1.4840481243724678e-05
10000,Dijkstra Min-Heap ((V+E)logV),8,4954,0.1116635799407959,4.384199767263456e-07
10000,NetworkX (Referência),8,4954,0.9291505813598633,3.628828631513215e-06
10000,Dijkstra Clássico (V^2),8,7616,1.5805063247680664,6.171212647697469e-06
10000,Dijkstra Min-Heap ((V+E)logV),8,7616,0.0314486026763916,1.269263485960276e-07
10000,NetworkX (Referência),8,7616,0.5904507637023926,2.3080404329401302e-06
10000,Dijkstra Clássico (V^2),9,674,9.33847188949585,3.644941431003743e-05
10000,Dijkstra Min-Heap ((V+E)logV),9,674,0.16048240661621094,6.29426166683833e-07
10000,NetworkX (Referência),9,674,0.565798282623291,2.211814723249855e-06
10000,Dijkstra Clássico (V^2),9,4619,5.057494401931763,1.974291872882659e-05
10000,Dijkstra Min-Heap ((V+E)logV),9,4619,0.141434907913208,5.549179949298803e-07
10000,NetworkX (Referência),9,4619,0.5928049087524414,2.3165016067037127e-06
10000,Dijkstra Clássico (V^2),9,5578,3.2062573432922363,1.2516608921247021e-05
10000,Dijkstra Min-Heap ((V+E)logV),9,5578,0.07156133651733398,2.8218279840441105e-07
10000,NetworkX (Referência),9,5578,0.5716123580932617,2.2341112467028746e-06
10000,Dijkstra Clássico (V^2),9,8355,2.055534839630127,8.02494168799449e-06
10000,Dijkstra Min-Heap ((V+E)logV),9,8355,0.02593088150024414,1.0406862961484802e-07
10000,NetworkX (Referência),9,8355,0.5640597343444824,2.2043921899091344e-06
10000,Dijkstra Clássico (V^2),9,1447,6.5512144565582275,2.5571034452451244e-05
10000,Dijkstra Min-Heap ((V+E)logV),9,1447,0.20789337158203125,8.137754536007163e-07
10000,NetworkX (Referência),9,1447,0.9751663208007812,3.8084754391598207e-06
10000,Dijkstra Clássico (V^2),10,695,7.313616752624512,2.8546433996744034e-05
10000,Dijkstra Min-Heap ((V+E)logV),10,695,0.17306971549987793,6.796495299709765e-07
10000,NetworkX (Referência),10,695,0.906315803527832,3.539724691151701e-06
10000,Dijkstra Clássico (V^2),10,8334,0.8980207443237305,3.507970971757356e-06
10000,Dijkstra Min-Heap ((V+E)logV),10,8334,0.020871400833129883,8.41518970686074e-08
10000,NetworkX (Referência),10,8334,0.5470466613769531,2.1380367650026092e-06
10000,Dijkstra Clássico (V^2),10,9393,0.09832882881164551,3.8659322944913174e-07
10000,Dijkstra Min-Heap ((V+E)logV),10,9393,0.011000633239746094,4.5798156205614556e-08
10000,NetworkX (Referência),10,9393,0.5665740966796875,2.214406432870159e-06
10000,Dijkstra Clássico (V^2),10,8442,1.7347440719604492,6.773436047053701e-06
10000,Dijkstra Min-Heap ((V+E)logV),10,8442,0.04214167594909668,1.6729891943314665e-07
10000,NetworkX (Referência),10,8442,0.5919291973114014,2.3131791042926225e-06
10000,Dijkstra Clássico (V^2),10,9164,0.260195255279541,1.018480505656022e-06
10000,Dijkstra Min-Heap ((V+E)logV),10,9164,0.013167381286621094,5.434915729330724e-08
10000,NetworkX (Referência),10,9164,0.5705077648162842,2.229808040497274e-06
10000,Dijkstra Clássico (V^2),11,1991,8.196110010147095,3.199089995206129e-05
10000,Dijkstra Min-Heap ((V+E)logV),11,1991,0.11809039115905762,4.635668300330801e-07
10000,NetworkX (Referência),11,1991,0.5630643367767334,2.2000640801772023e-06
10000,Dijkstra Clássico (V^2),11,1170,8.720166206359863,3.4036117219899624e-05
10000,Dijkstra Min-Heap ((V+E)logV),11,1170,0.1303694248199463,5.116049742000464e-07
10000,NetworkX (Referência),11,1170,0.5729749202728271,2.2389363687745503e-06
10000,Dijkstra Clássico (V^2),11,5722,3.187760353088379,1.2444249031575597e-05
10000,Dijkstra Min-Heap ((V+E)logV),11,5722,0.10224127769470215,4.017570069812422e-07
10000,NetworkX (Referência),11,5722,0.8334259986877441,3.2550674132726995e-06
10000,Dijkstra Clássico (V^2),11,558,7.3745200634002686,2.8784362310331097e-05
10000,Dijkstra Min-Heap ((V+E)logV),11,558,0.13889241218566895,5.449885104615195e-07
10000,NetworkX (Referência),11,558,0.8748354911804199,3.416912902014547e-06
10000,Dijkstra Clássico (V^2),11,6781,2.714393377304077,1.059653553800847e-05
10000,Dijkstra Min-Heap ((V+E)logV),11,6781,0.04086112976074219,1.6215255469312776e-07
10000,NetworkX (Referência),11,6781,0.5533983707427979,2.1627125247887488e-06
10000,Dijkstra Clássico (V^2),12,9909,0.004960060119628906,2.2402654903311134e-08
10000,Dijkstra Min-Heap ((V+E)logV),12,9909,0.010137081146240234,4.233942583193731e-08
10000,NetworkX (Referência),12,9909,0.552025318145752,2.157385329722121e-06
10000,Dijkstra Clássico (V^2),12,393,8.543802738189697,3.334742830024939e-05
10000,Dijkstra Min-Heap ((V+E)logV),12,393,0.1463322639465332,5.764436666658319e-07
10000,NetworkX (Referência),12,393,0.5520491600036621,2.1574576913652457e-06
10000,Dijkstra Clássico (V^2),12,1019,8.662312984466553,3.38105120807503e-05
10000,Dijkstra Min-Heap ((V+E)logV),12,1019,0.13301372528076172,5.223958575051382e-07
10000,NetworkX (Referência),12,1019,0.594451904296875,2.3231372588816805e-06
10000,Dijkstra Clássico (V^2),12,5043,5.6805739402771,2.2173474494495164e-05
10000,Dijkstra Min-Heap ((V+E)logV),12,5043,0.06919121742248535,2.72992544441757e-07
10000,NetworkX (Referência),12,5043,0.5601828098297119,2.1893087985920602e-06
10000,Dijkstra Clássico (V^2),12,9052,0.13243556022644043,5.197245279234629e-07
10000,Dijkstra Min-Heap ((V+E)logV),12,9052,0.011682510375976562,4.833428556764001e-08
10000,NetworkX (Referência),12,9052,0.5407743453979492,2.1135754979267425e-06
10000,Dijkstra Clássico (V^2),13,4751,5.681453704833984,2.2176058394011515e-05
10000,Dijkstra Min-Heap ((V+E)logV),13,4751,0.07018327713012695,2.7672610532458305e-07
10000,NetworkX (Referência),13,4751,0.535435676574707,2.092703085547457e-06
10000,Dijkstra Clássico (V^2),13,4823,4.468040704727173,1.7441170236113964e-05
10000,Dijkstra Min-Heap ((V+E)logV),13,4823,0.11431336402893066,4.4843066254115947e-07
10000,NetworkX (Referência),13,4823,0.5571656227111816,2.1773200853067333e-06
10000,Dijkstra Clássico (V^2),13,8339,1.0019960403442383,3.913465475337674e-06
10000,Dijkstra Min-Heap ((V+E)logV),13,8339,0.021584033966064453,8.713347897501064e-08
10000,NetworkX (Referência),13,8339,0.5676624774932861,2.2184942823485416e-06
10000,Dijkstra Clássico (V^2),13,6869,2.2421152591705322,8.753370017914406e-06
10000,Dijkstra Min-Heap ((V+E)logV),13,6869,0.07697033882141113,3.0748090348927216e-07
10000,NetworkX (Referência),13,6869,0.9195730686187744,3.591224473667771e-06
10000,Dijkstra Clássico (V^2),13,2023,6.145732402801514,2.398823258083892e-05
10000,Dijkstra Min-Heap ((V+E)logV),13,2023,0.11330056190490723,4.4498930789860666e-07
10000,NetworkX (Referência),13,2023,0.8777618408203125,3.4284209754776233e-06
10000,Dijkstra Clássico (V^2),14,3792,5.515773296356201,2.1529881460626874e-05
10000,Dijkstra Min-Heap ((V+E)logV),14,3792,0.0908498764038086,3.575362598203548e-07
10000,NetworkX (Referência),14,3792,0.5666277408599854,2.2144523125718675e-06
10000,Dijkstra Clássico (V^2),14,3437,6.731804370880127,2.627601587943186e-05
10000,Dijkstra Min-Heap ((V+E)logV),14,3437,0.0901801586151123,3.5618029255718876e-07
10000,NetworkX (Referência),14,3437,0.5765230655670166,2.2527737077864285e-06
10000,Dijkstra Clássico (V^2),14,2737,6.856839895248413,2.676389402755967e-05
10000,Dijkstra Min-Heap ((V+E)logV),14,2737,0.10770487785339355,4.2382010680810337e-07
10000,NetworkX (Referência),14,2737,0.5484402179718018,2.143324023990292e-06
10000,Dijkstra Clássico (V^2),14,5043,3.840865135192871,1.499263720327162e-05
10000,Dijkstra Min-Heap ((V+E)logV),14,5043,0.06731986999511719,2.6567467695217196e-07
10000,NetworkX (Referência),14,5043,0.8826777935028076,3.4477253961352515e-06
10000,Dijkstra Clássico (V^2),14,323,8.010066270828247,3.1264413613565284e-05
10000,Dijkstra Min-Heap ((V+E)logV),14,323,0.1416330337524414,5.555972797804022e-07
10000,NetworkX (Referência),14,323,0.535656213760376,2.0933072083884385e-06
50000,Dijkstra Clássico (V^2),0,3528,225.14975714683533,0.0008897287504189081
50000,Dijkstra Min-Heap ((V+E)logV),0,3528,1.909599781036377,7.455811397046715e-06
50000,NetworkX (Referência),0,3528,19.312241554260254,7.537071850922981e-05
50000,Dijkstra Clássico (V^2),0,21955,145.0905623435974,0.0005661659288114369
50000,Dijkstra Min-Heap ((V+E)logV),0,21955,1.4444401264190674,5.640917420239402e-06
50000,NetworkX (Referência),0,21955,21.319796800613403,8.319578618150524e-05
50000,Dijkstra Clássico (V^2),0,48776,5.568431377410889,2.173570958264348e-05
50000,Dijkstra Min-Heap ((V+E)logV),0,48776,0.05546855926513672,2.1956432871740058e-07
50000,NetworkX (Referência),0,48776,18.620771646499634,7.266452988191614e-05
50000,Dijkstra Clássico (V^2),0,39497,53.238200664520264,0.00020778571094514397
50000,Dijkstra Min-Heap ((V+E)logV),0,39497,0.22420716285705566,8.78631747044437e-07
50000,NetworkX (Referência),0,39497,19.320674419403076,7.540750279072708e-05
50000,Dijkstra Clássico (V^2),0,6886,217.5914876461029,0.0008490644417655337
50000,Dijkstra Min-Heap ((V+E)logV),0,6886,1.7459957599639893,6.817799431535691e-06
50000,NetworkX (Referência),0,6886,19.308622360229492,7.53606172043754e-05
50000,Dijkstra Clássico (V^2),1,9909,202.17016315460205,0.0007889048140066521
50000,Dijkstra Min-Heap ((V+E)logV),1,9909,1.5825221538543701,6.17953014078902e-06
50000,NetworkX (Referência),1,9909,18.18636965751648,7.096543919147204e-05
50000,Dijkstra Clássico (V^2),1,13462,186.5912139415741,0.0007281299502585022
50000,Dijkstra Min-Heap ((V+E)logV),1,13462,1.326730728149414,5.1811245683309735e-06
50000,NetworkX (Referência),1,13462,19.27884078025818,7.524494850697636e-05
50000,Dijkstra Clássico (V^2),1,49950,0.02501964569091797,1.0075527541294072e-07
50000,Dijkstra Min-Heap ((V+E)logV),1,49950,0.04852700233459473,1.9232577066482598e-07
50000,NetworkX (Referência),1,49950,19.24839496612549,7.511030613291558e-05
50000,Dijkstra Clássico (V^2),1,33878,85.18459868431091,0.0003324001989976493
50000,Dijkstra Min-Heap ((V+E)logV),1,33878,0.38942384719848633,1.5228467535814868e-06
50000,NetworkX (Referência),1,33878,19.432206630706787,7.583390311947942e-05
50000,Dijkstra Clássico (V^2),1,39924,50.33419394493103,0.0001964087821082006
50000,Dijkstra Min-Heap ((V+E)logV),1,39924,0.24795818328857422,9.706829796831599e-07
50000,NetworkX (Referência),1,39924,18.328638076782227,7.152439764281249e-05
50000,Dijkstra Clássico (V^2),2,32255,94.00463032722473,0.00036680677117729705
50000,Dijkstra Min-Heap ((V+E)logV),2,32255,0.41756463050842285,1.6330041085589854e-06
50000,NetworkX (Referência),2,32255,19.41015338897705,7.575687430643098e-05
50000,Dijkstra Clássico (V^2),2,4962,228.75707721710205,0.0008926112702507236
50000,Dijkstra Min-Heap ((V+E)logV),2,4962,1.8807704448699951,7.349905142084905e-06
50000,NetworkX (Referência),2,4962,18.201725959777832,7.102937922524286e-05
50000,Dijkstra Clássico (V^2),2,29654,112.4414279460907,0.00043878563144705444
50000,Dijkstra Min-Heap ((V+E)logV),2,29654,0.7195460796356201,2.812568035746999e-06
50000,NetworkX (Referência),2,29654,18.371731519699097,7.169271090222231e-05
50000,Dijkstra Clássico (V^2),2,47228,12.670062780380249,4.9452006412149254e-05
50000,Dijkstra Min-Heap ((V+E)logV),2,47228,0.08066201210021973,3.1779133895507907e-07
50000,NetworkX (Referência),2,47228,19.54937744140625,7.630022069071951e-05
50000,Dijkstra Clássico (V^2),2,17132,171.49801921844482,0.0006691931460511812
50000,Dijkstra Min-Heap ((V+E)logV),2,17132,1.966087818145752,7.676330869053924e-06
50000,NetworkX (Referência),2,17132,18.559460639953613,7.242165190984332e-05
50000,Dijkstra Clássico (V^2),3,121,253.46543669700623,0.0009890846775868446
50000,Dijkstra Min-Heap ((V+E)logV),3,121,2.4024369716644287,9.379232999128593e-06
50000,NetworkX (Referência),3,121,18.84912610054016,7.355235305005125e-05
50000,Dijkstra Clássico (V^2),3,8527,210.9861741065979,0.0008233253830876721
50000,Dijkstra Min-Heap ((V+E)logV),3,8527,1.6464989185333252,6.4292407424495695e-06
50000,NetworkX (Referência),3,8527,18.591737508773804,7.254359933511992e-05
50000,Dijkstra Clássico (V^2),3,33153,91.21780061721802,0.00035594195272575536
50000,Dijkstra Min-Heap ((V+E)logV),3,33153,0.4131941795349121,1.615703110095703e-06
50000,NetworkX (Referência),3,33153,19.603957653045654,7.650896840725148e-05
50000,Dijkstra Clássico (V^2),3,35202,82.2712390422821,0.0003210444795723652
50000,Dijkstra Min-Heap ((V+E)logV),3,35202,0.36501431465148926,1.427466200671583e-06
50000,NetworkX (Referência),3,35202,20.208833932876587,7.88555486647628e-05
50000,Dijkstra Clássico (V^2),3,20981,153.88043022155762,0.0006004565570002221
50000,Dijkstra Min-Heap ((V+E)logV),3,20981,0.9431154727935791,3.6838644945933027e-06
50000,NetworkX (Referência),3,20981,19.777893781661987,7.719237165747722e-05
50000,Dijkstra Clássico (V^2),4,49212,1.186683177947998,4.634645590291699e-06
50000,Dijkstra Min-Heap ((V+E)logV),4,49212,0.07168269157409668,2.8265182788815647e-07
50000,NetworkX (Referência),4,49212,19.54897451400757,7.627955779309611e-05
50000,Dijkstra Clássico (V^2),4,41635,41.52862882614136,0.000162061925501299
50000,Dijkstra Min-Heap ((V+E)logV),4,41635,0.1731882095336914,6.789836957278271e-07
50000,NetworkX (Referência),4,41635,19.16816997528076,7.479357191572928e-05
50000,Dijkstra Clássico (V^2),4,10069,204.66821193695068,0.0007986498306688515
50000,Dijkstra Min-Heap ((V+E)logV),4,10069,1.514340877532959,5.914075059395181e-06
50000,NetworkX (Referência),4,10069,18.51595950126648,7.225137251318933e-05
50000,Dijkstra Clássico (V^2),4,1539,244.855233669281,0.0009554499730758213
50000,Dijkstra Min-Heap ((V+E)logV),4,1539,2.947085380554199,1.1504717394120246e-05
50000,NetworkX (Referência),4,1539,18.723832607269287,7.30588922395382e-05
50000,Dijkstra Clássico (V^2),4,29804,113.04064846038818,0.0004411310795371346
50000,Dijkstra Min-Heap ((V+E)logV),4,29804,0.5330610275268555,2.0832341530817246e-06
50000,NetworkX (Referência),4,29804,18.871038913726807,7.363328734602888e-05
50000,Dijkstra Clássico (V^2),5,41950,41.15099501609802,0.0001606071338531392
50000,Dijkstra Min-Heap ((V+E)logV),5,41950,0.2984654903411865,1.1715424929779289e-06
50000,NetworkX (Referência),5,41950,18.279144287109375,7.132346351576262e-05
50000,Dijkstra Clássico (V^2),5,27177,122.15096879005432,0.00047669418453119995
50000,Dijkstra Min-Heap ((V+E)logV),5,27177,0.6001555919647217,2.3463034932497936e-06
50000,NetworkX (Referência),5,27177,20.0296573638916,7.815975773539814e-05
50000,Dijkstra Clássico (V^2),5,37550,65.74418902397156,0.0002565354072979956
50000,Dijkstra Min-Heap ((V+E)logV),5,37550,0.28074002265930176,1.0987339926404122e-06
50000,NetworkX (Referência),5,37550,19.0866219997406,7.447908348256445e-05
50000,Dijkstra Clássico (V^2),5,32868,91.65972256660461,0.00035768927699318556
50000,Dijkstra Min-Heap ((V+E)logV),5,32868,0.39749860763549805,1.5544901627195123e-06
50000,NetworkX (Referência),5,32868,19.740439414978027,7.704613778919728e-05
50000,Dijkstra Clássico (V^2),5,33752,85.02274179458618,0.0003317597685795208
50000,Dijkstra Min-Heap ((V+E)logV),5,33752,0.372586727142334,1.4576386468603051e-06
50000,NetworkX (Referência),5,33752,19.279925107955933,7.523338760604232e-05
50000,Dijkstra Clássico (V^2),6,30909,100.55914425849915,0.0003923849278869199
50000,Dijkstra Min-Heap ((V+E)logV),6,30909,0.4983227252960205,1.9475427598799188e-06
50000,NetworkX (Referência),6,30909,19.601170301437378,7.65023817412314e-05
50000,Dijkstra Clássico (V^2),6,39457,55.78400444984436,0.00021768643803662688
50000,Dijkstra Min-Heap ((V+E)logV),6,39457,0.23630213737487793,9.25887454438918e-07
50000,NetworkX (Referência),6,39457,19.616593837738037,7.656311990154237e-05
50000,Dijkstra Clássico (V^2),6,8436,220.09177446365356,0.0008588727877717079
50000,Dijkstra Min-Heap ((V+E)logV),6,8436,1.946704387664795,7.60069260337913e-06
50000,NetworkX (Referência),6,8436,19.43565034866333,7.584151834102361e-05
